Time (Sec);Voltage (V);Current (A);Power (W);Ah (Ah);Wh (Wh);
0;0;0,000331232446;0;9,09341829121826E-08;0;
0,988318211084482;0;0,000332436864;0;1,82199018114131E-07;0;;;0,000181426336869094;Ah;
1,97663642216896;0;0,000331434699;0;2,73188726116077E-07;0;;;0;Wh;
2,96495463325344;0;0,000331352818;0;3,64155955094844E-07;0;;;1649,5030943;Seconds Tot;
3,95327284433793;0;0,000332511047;0;4,55441155966196E-07;0;;;0,988318211084482;Seconds DT;
4,94159105542241;0;0,000331358417;0;5,46409922054314E-07;0;;;1669/1669;Samples;
5,92990926650689;0;0,000332481654;0;6,37687053582006E-07;0;
6,91822747759137;0;0,000331607559;0;7,28724217330054E-07;0;
7,90654568867585;0;0,00427063883;0;1,9011548086227E-06;0;
8,89486389976034;0;0,000332697203;0;1,99249111542875E-06;0;
9,88318211084482;0;0,000331547373;0;2,0835117561435E-06;0;
10,8715003219293;0;0,000331508882;0;2,17452182981485E-06;0;
11,8598185330138;0;0,000332674809;0;2,26585198873256E-06;0;
12,8481367440983;0;0,0056914406;0;3,828339319923E-06;0;
13,8364549551827;0;0,0033097092;0;4,73696317429907E-06;0;
14,8247731662672;0;0,00571600065;0;6,30619304567844E-06;0;
15,8130913773517;0;0,00476074319;0;7,61317337705995E-06;0;
16,8014095884362;0;0,00784054648;0;9,76566084123726E-06;0;
17,7897277995207;0;0,00596272019;0;1,14026233277312E-05;0;
18,7780460106052;0;0,000331319226;0;1,14935813346029E-05;0;
19,7663642216896;0;0,000332511047;0;1,15848665354743E-05;0;
20,7546824327741;0;0,000331358417;0;1,16758353015624E-05;0;
21,7430006438586;0;0,000332376678;0;1,1767083613731E-05;0;
22,7313188549431;0;0,00320056625;0;1,26457441444692E-05;0;
23,7196370660276;0;0,0073240191;0;1,46564278819305E-05;0;
24,707955277112;0;0,00822214195;0;1,6913675832849E-05;0;
25,6962734881965;0;0,00970615645;0;1,95783344937296E-05;0;
26,684591699281;0;0,00238749101;0;2,02337791726139E-05;0;
27,6729099103655;0;0,000332434065;0;2,03250432393984E-05;0;
28,66122812145;0;0,000331254141;0;2,04159833783005E-05;0;
29,6495463325345;0;0,00033245646;0;2,05072535932479E-05;0;
30,6378645436189;0;0,00033113167;0;2,0598160109839E-05;0;
31,6261827547034;0;0,000331201654;0;2,0689085839336E-05;0;
32,6145009657879;0;0,000332297597;0;2,07803124411735E-05;0;
33,6028191768724;0;0,000331210052;0;2,08712404761973E-05;0;
34,5911373879569;0;0,000330984005;0;2,09621064538971E-05;0;
35,5794555990414;0;0,000554329711;0;2,11142881617655E-05;0;
36,5677738101258;0;0,0040623004;0;2,22295230129366E-05;0;
37,5560920212103;0;0,000444151008;0;2,23514570489582E-05;0;
38,5444102322948;0;0,000330706869;0;2,24422469437259E-05;0;
39,5327284433793;0;0,000330780352;0;2,25330570119899E-05;0;
40,5210466544638;0;0,000331852501;0;2,262416142036E-05;0;
41,5093648655483;0;0,000330855235;0;2,27149920464664E-05;0;
42,4976830766327;0;0,000330810445;0;2,28058103762471E-05;0;
43,4860012877172;0;0,000331993168;0;2,28969534023276E-05;0;
44,4743194988017;0;0,00033066278;0;2,2987731193217E-05;0;
45,4626377098862;0;0,000331694338;0;2,30787921806501E-05;0;
46,4509559209707;0;0,000550719957;0;2,32299828925142E-05;0;
47,4392741320552;0;0,000330860833;0;2,33208150554554E-05;0;
48,4275923431396;0;0,000331660046;0;2,34118666286085E-05;0;
49,4159105542241;0;0,000330640385;0;2,3502638271335E-05;0;
50,4042287653086;0;0,000330742561;0;2,35934379647286E-05;0;
51,3925469763931;0;0,000332033759;0;2,36845921343715E-05;0;
52,3808651874776;0;0,000330796448;0;2,37754066215161E-05;0;
53,3691833985621;0;0,000331923185;0;2,38665304349652E-05;0;
54,3575016096465;0;0,000330483622;0;2,39572590411007E-05;0;
55,345819820731;0;0,000330560604;0;2,4048008781323E-05;0;
56,3341380318155;0;0,000554979859;0;2,4200368976166E-05;0;
57,3224562429;0;0,000330760757;0;2,42911736649591E-05;0;
58,3107744539845;0;0,000330581599;0;2,43819291689983E-05;0;
59,2990926650689;0;0,000331960976;0;2,44730633573178E-05;0;
60,2874108761534;0;0,000330977706;0;2,45639276057352E-05;0;
61,2757290872379;0;0,000332206618;0;2,46551292308497E-05;0;
62,2640472983224;0;0,000330967208;0;2,47459905972214E-05;0;
63,2523655094069;0;0,000331007799;0;2,48368631071555E-05;0;
64,2406837204914;0;0,000331753124;0;2,49279402332759E-05;0;
65,2290019315758;0;0,000330872731;0;2,50187756626088E-05;0;
66,2173201426603;0;0,000549327283;0;2,51695840397295E-05;0;
67,2056383537448;0;0,000331940681;0;2,52607126564051E-05;0;
68,1939565648293;0;0,00033079015;0;2,53515254145418E-05;0;
69,1822747759137;0;0,000332016963;0;2,54426749731312E-05;0;
70,1705929869982;0;0,000330991003;0;2,55335428720118E-05;0;
71,1589111980827;0;0,000330922419;0;2,56243919423323E-05;0;
72,1472294091672;0;0,000332205219;0;2,57155931833754E-05;0;
73,1355476202516;0;0,000330742561;0;2,5806392876769E-05;0;
74,1238658313361;0;0,000330823742;0;2,58972148570128E-05;0;
75,1121840424206;0;0,000332003666;0;2,59883607651391E-05;0;
76,1005022535051;0;0,000554054676;0;2,61404669668689E-05;0;
77,0888204645895;0;0,000332387176;0;2,62317181610833E-05;0;
78,077138675674;0;0,00033078945;0;2,6322530727047E-05;0;
79,0654568867585;0;0,000330784551;0;2,64133419480745E-05;0;
80,053775097843;0;0,00033172863;0;2,65044123497875E-05;0;
81,0420933089274;0;0,000330582299;0;2,65951680459997E-05;0;
82,0304115200119;0;0,000330707569;0;2,66859581329403E-05;0;
83,0187297310964;0;0,0003318595;0;2,67770644627657E-05;0;
84,0070479421809;0;0,000330862233;0;2,68678970100529E-05;0;
84,9953661532654;0;0,000332210817;0;2,69590997879308E-05;0;
85,9836843643498;0;0,000555219203;0;2,7111525690561E-05;0;
86,9720025754343;0;0,000330942714;0;2,72023803325254E-05;0;
87,9603207865188;0;0,000332108641;0;2,72935550597362E-05;0;
88,9486389976033;0;0,000331148466;0;2,73844661873808E-05;0;
89,9369572086877;0;0,000331096678;0;2,74753630975189E-05;0;
90,9252754197722;0;0,000332208718;0;2,75665652991523E-05;0;
91,9135936308567;0;0,000330762856;0;2,76573705641898E-05;0;
92,9019118419412;0;0,000332061752;0;2,77485324188305E-05;0;
93,8902300530256;0;0,000330685175;0;2,78393163578827E-05;0;
94,8785482641101;0;0,000330553605;0;2,79300641766497E-05;0;
95,8668664751946;0;0,000556273156;0;2,80827794239864E-05;0;
96,8551846862791;0;0,000331107876;0;2,81736794083432E-05;0;
97,8435028973635;0;0,000331138668;0;2,8264587846115E-05;0;
98,831821108448;0;0,000332623721;0;2,83559039796992E-05;0;
99,8201393195325;0;0,000331622255;0;2,84469451779818E-05;0;
100,808457530617;0;0,00033249915;0;2,8538227112736E-05;0;
101,796775741701;0;0,000331053288;0;2,86291121108943E-05;0;
102,785093952786;0;0,000331186957;0;2,87200338055823E-05;0;
103,77341216387;0;0,00033241167;0;2,88112917242039E-05;0;
104,761730374955;0;0,000331435399;0;2,89022816243789E-05;0;
105,750048586039;0;0,000556018416;0;2,90549269372208E-05;0;
106,738366797124;0;0,00033258383;0;2,91462321194156E-05;0;
107,726685008208;0;0,000331482988;0;2,92372350843337E-05;0;
108,715003219293;0;0,000332313693;0;2,93284661050517E-05;0;
109,703321430377;0;0,000331247143;0;2,94194043227729E-05;0;
110,691639641462;0;0,000331188357;0;2,95103264018069E-05;0;
111,679957852546;0;0,000332275902;0;2,96015470476544E-05;0;
112,668276063631;0;0,000330871331;0;2,96923820926414E-05;0;
113,656594274715;0;0,000330860833;0;2,97832142555826E-05;0;
114,6449124858;0;0,000331930183;0;2,98743399902125E-05;0;
115,633230696884;0;0,000555628607;0;3,00268782876841E-05;0;
116,621548907969;0;0,000332330489;0;3,01181139194555E-05;0;
117,609867119053;0;0,000330983305;0;3,02089797049823E-05;0;
118,598185330138;0;0,000331056088;0;3,02998654718325E-05;0;
119,586503541222;0;0,000331982671;0;3,03910056161419E-05;0;
120,574821752306;0;0,000331099478;0;3,04819032949719E-05;0;
121,563139963391;0;0,000330934316;0;3,05727556314096E-05;0;
122,551458174475;0;0,000332266804;0;3,06639737795574E-05;0;
123,53977638556;0;0,000331005;0;3,0754845521074E-05;0;
124,528094596644;0;0,000332357083;0;3,08460884537718E-05;0;
125,516412807729;0;0,000556286453;0;3,09988073515716E-05;0;
126,504731018813;0;0,000330925918;0;3,10896573824825E-05;0;
127,493049229898;0;0,000332104442;0;3,11808309569299E-05;0;
128,481367440982;0;0,000331159663;0;3,12717451585187E-05;0;
129,469685652067;0;0,000331604759;0;3,13627815535748E-05;0;
130,458003863151;0;0,000332776985;0;3,14541397631596E-05;0;
131,446322074236;0;0,000331522878;0;3,15451536791925E-05;0;
